From,To,Label,Type,Tags,Description,category,confidence,flat,negative,positive,skip,fromName,toName,Source,Target,votes,fracPos,fracNeg,fracFlat,sign,isPos,isNeg,new_sign
65,20,,,,,all,2.5,0,0,4,0,their ability to empathize with and understand other perspectives,the time they spend being a part of their heritage and culture,65,20,4,1.0,0.0,0.0,positive,1,0,positive
37,50,,,,,all,2.6,1,0,4,0,their ability to cope with anxious feelings,their ability to evaluate the emotional risk before an action they want to take,37,50,5,0.8,0.0,0.2,positive,1,0,positive
13,43,,,,,all,2.6666666666666665,0,0,3,0,their awareness of what's happening among their friends,their ability to find others like them,13,43,3,1.0,0.0,0.0,positive,1,0,positive
1,53,,,,,all,2.25,0,0,4,0,their access to trusted information about mental health,their ability to recognize mental health challenges they should seek support for,1,53,4,1.0,0.0,0.0,positive,1,0,positive
57,19,,,,,all,2.8,1,0,4,0,their belief that they are part of a community,the time they spend learning about their heritage and culture,57,19,5,0.8,0.0,0.2,positive,1,0,positive
46,14,,,,,all,2.2,0,0,4,1,their ability to face and overcome challenges,their ability to tell their friends about their life and experiences,46,14,4,1.0,0.0,0.0,positive,1,0,positive
26,4,,,,,all,2.333333333333333,0,0,6,0,"their exposure to positive parenting (consistent, respectful, supportive)","their access to help from trusted others to do something, learn something, or get through a hard time emotionally or financially",26,4,6,1.0,0.0,0.0,positive,1,0,positive
46,53,,,,,all,2.333333333333333,0,0,3,0,their ability to face and overcome challenges,their ability to recognize mental health challenges they should seek support for,46,53,3,1.0,0.0,0.0,positive,1,0,positive
44,41,,,,,all,2.8,0,0,5,0,their ability to control or manage personal information they disclose online,their ability to manage their reputation online (including what others post about them),44,41,5,1.0,0.0,0.0,positive,1,0,positive
57,24,,,,,all,2.25,0,0,4,0,their belief that they are part of a community,their awareness of other people's lives and experiences,57,24,4,1.0,0.0,0.0,positive,1,0,positive
49,21,,,,,all,2.4,0,0,5,0,their assurance that they are not not alone and have others to depend on,their ability to help others and/or contribute to something bigger than themselves,49,21,5,1.0,0.0,0.0,positive,1,0,positive
75,68,,,,,all,2.333333333333333,0,0,3,0,their ability to set goals and take actions towards those goals,their ability to manage boredom,75,68,3,1.0,0.0,0.0,positive,1,0,positive
63,16,,,,,all,2.8,0,1,4,0,their ability to trust that adults in their life have their best interests at heart,the presence and experience of love in their life,63,16,5,0.8,0.2,0.0,positive,1,0,positive
45,7,,,,,all,2.6666666666666665,0,0,3,0,their ability to disconnect from electronic devices,"the time they spend doing something physical (working, sports, volunteering, being outdoors, etc)",45,7,3,1.0,0.0,0.0,positive,1,0,positive
17,61,,,,,all,2.5,0,0,4,0,"their having at least one positive adult relationship (with a parent, relative, teacher, coach, etc.)",their belief that they will be found if they get lost,17,61,4,1.0,0.0,0.0,positive,1,0,positive
35,76,,,,,all,2.25,1,0,3,0,their ability to recover from negative or adverse events that happen to them (online or in person),their ability to recognize when they're going gown down a trap of negative content or comments,35,76,4,0.75,0.0,0.25,positive,1,0,positive
30,59,,,,,all,2.5,0,3,1,0,their ability to compare their life to other people's lives,their level of self confidence,30,59,4,0.25,0.75,0.0,negative,0,1,positive
39,68,,,,,all,2.25,1,0,3,0,their ability to control and moderate the content they process online,their ability to manage boredom,39,68,4,0.75,0.0,0.25,positive,1,0,positive
5,58,,,,,all,2.333333333333333,0,3,0,0,"their access to resources of daily life (food, shelter, safe environment, money)",their belief that everyone is better off than they are,5,58,3,0.0,1.0,0.0,negative,0,1,positive
49,16,,,,,all,2.5,0,0,3,1,their assurance that they are not not alone and have others to depend on,the presence and experience of love in their life,49,16,3,1.0,0.0,0.0,positive,1,0,positive
27,13,,,,,all,1.75,1,0,3,0,their exposure to high quality news and current events,their awareness of what's happening among their friends,27,13,4,0.75,0.0,0.25,positive,1,0,positive
41,52,,,,,all,2.8,0,0,4,1,their ability to manage their reputation online (including what others post about them),the amount of external recognition or validation they receive for something good they did,41,52,4,1.0,0.0,0.0,positive,1,0,positive
28,45,,,,,all,2.4,0,4,0,0,"the frequency of positive feedback to their online activities (e.g., likes, applauses, positive comments)",their ability to disconnect from electronic devices,28,45,4,0.0,1.0,0.0,negative,0,1,positive
17,16,,,,,all,2.2,1,0,4,0,"their having at least one positive adult relationship (with a parent, relative, teacher, coach, etc.)",the presence and experience of love in their life,17,16,5,0.8,0.0,0.2,positive,1,0,positive
43,38,,,,,all,2.333333333333333,0,0,3,0,their ability to find others like them,their ability to control and moderate their time online,43,38,3,1.0,0.0,0.0,positive,1,0,positive
58,73,,,,,all,2.5,0,4,0,0,their belief that everyone is better off than they are,their ability to get enough sleep,58,73,4,0.0,1.0,0.0,negative,0,1,positive
55,45,,,,,all,2.75,1,3,0,0,their ability to know the benefit of sharing information online,their ability to disconnect from electronic devices,55,45,4,0.0,0.75,0.25,negative,0,1,positive
50,25,,,,,all,2.25,0,4,0,0,their ability to evaluate the emotional risk before an action they want to take,their exposure to hurtful/hateful personal content (like mocking and bullying),50,25,4,0.0,1.0,0.0,negative,0,1,positive
25,64,,,,,all,2.0,0,3,0,0,their exposure to hurtful/hateful personal content (like mocking and bullying),their ability to recover and learn from their mistakes,25,64,3,0.0,1.0,0.0,negative,0,1,positive
30,32,,,,,all,2.5,0,4,0,0,their ability to compare their life to other people's lives,"the ability of ""the internet""  to forget or remove negative moments of their life so it's not forever accessible",30,32,4,0.0,1.0,0.0,negative,0,1,positive
58,16,,,,,all,2.6666666666666665,0,3,0,0,their belief that everyone is better off than they are,the presence and experience of love in their life,58,16,3,0.0,1.0,0.0,negative,0,1,positive
9,16,,,,,all,2.6666666666666665,0,0,3,0,their ability to stay in touch with people (nearby or far away; friends and intergenerational members of community),the presence and experience of love in their life,9,16,3,1.0,0.0,0.0,positive,1,0,positive
64,46,,,,,all,2.333333333333333,0,0,3,0,their ability to recover and learn from their mistakes,their ability to face and overcome challenges,64,46,3,1.0,0.0,0.0,positive,1,0,positive
56,60,,,,,all,2.5,0,0,4,0,their certainty that they matter to themself and to others,their level of self-esteem,56,60,4,1.0,0.0,0.0,positive,1,0,positive
41,11,,,,,all,2.25,0,0,3,1,their ability to manage their reputation online (including what others post about them),the time they spend with friends online,41,11,3,1.0,0.0,0.0,positive,1,0,positive
12,24,,,,,all,2.4,0,0,5,0,the time they spend with friends in person,their awareness of other people's lives and experiences,12,24,5,1.0,0.0,0.0,positive,1,0,positive
14,70,,,,,all,2.6,0,0,5,0,their ability to tell their friends about their life and experiences,their ability to explore their identity safely,14,70,5,1.0,0.0,0.0,positive,1,0,positive
11,54,,,,,all,2.75,1,3,0,0,the time they spend with friends online,"their ability to know who their real, trusted friends are",11,54,4,0.0,0.75,0.25,negative,0,1,positive
22,20,,,,,all,2.0,0,0,4,0,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",the time they spend being a part of their heritage and culture,22,20,4,1.0,0.0,0.0,positive,1,0,positive
22,10,,,,,all,2.5,1,0,3,0,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",the time they spend with others online,22,10,4,0.75,0.0,0.25,positive,1,0,positive
25,14,,,,,all,2.0,1,3,0,0,their exposure to hurtful/hateful personal content (like mocking and bullying),their ability to tell their friends about their life and experiences,25,14,4,0.0,0.75,0.25,negative,0,1,positive
68,67,,,,,all,2.75,1,0,3,0,their ability to manage boredom,their ability to concentrate without interruption,68,67,4,0.75,0.0,0.25,positive,1,0,positive
66,40,,,,,all,2.5,1,0,3,0,their level of resilience (being flexible and agile in response to events and knowing they can get up if they fall down),their ability to cope with and overcome hardship or challenges in their life,66,40,4,0.75,0.0,0.25,positive,1,0,positive
25,42,,,,,all,2.4,0,3,1,1,their exposure to hurtful/hateful personal content (like mocking and bullying),their ability to cope with feelings of being lonely,25,42,4,0.25,0.75,0.0,negative,0,1,positive
66,47,,,,,all,2.5,1,0,3,0,their level of resilience (being flexible and agile in response to events and knowing they can get up if they fall down),"their certainty that others ""have their back"" (will support them in the event of mistakes or hardships)",66,47,4,0.75,0.0,0.25,positive,1,0,positive
74,23,,,,,all,2.5,0,0,4,0,their ability to consider the purpose and meaning of a good life,"their participation in positive events that are fun, joyous, and exciting",74,23,4,1.0,0.0,0.0,positive,1,0,positive
3,61,,,,,all,2.333333333333333,0,0,3,0,their willingness to use mental health resources,their belief that they will be found if they get lost,3,61,3,1.0,0.0,0.0,positive,1,0,positive
70,55,,,,,all,2.4,1,0,4,0,their ability to explore their identity safely,their ability to know the benefit of sharing information online,70,55,5,0.8,0.0,0.2,positive,1,0,positive
66,70,,,,,all,2.8,1,0,4,0,their level of resilience (being flexible and agile in response to events and knowing they can get up if they fall down),their ability to explore their identity safely,66,70,5,0.8,0.0,0.2,positive,1,0,positive
18,23,,,,,all,2.5,0,0,4,0,the number of places and groups of people where they are welcome and appreciated,"their participation in positive events that are fun, joyous, and exciting",18,23,4,1.0,0.0,0.0,positive,1,0,positive
44,29,,,,,all,2.75,0,4,0,0,their ability to control or manage personal information they disclose online,"the frequency of negative feedback to their online activities (e.g., dislikes, thumbs down, negative comments)",44,29,4,0.0,1.0,0.0,negative,0,1,positive
47,40,,,,,all,2.8,0,0,5,0,"their certainty that others ""have their back"" (will support them in the event of mistakes or hardships)",their ability to cope with and overcome hardship or challenges in their life,47,40,5,1.0,0.0,0.0,positive,1,0,positive
56,21,,,,,all,2.2,0,0,4,0,their certainty that they matter to themself and to others,their ability to help others and/or contribute to something bigger than themselves,56,21,4,1.0,0.0,0.0,positive,1,0,positive
17,51,,,,,all,2.333333333333333,0,0,3,0,"their having at least one positive adult relationship (with a parent, relative, teacher, coach, etc.)",their ability to take a long term perspective during challenging times,17,51,3,1.0,0.0,0.0,positive,1,0,positive
73,42,,,,,all,2.75,0,0,4,0,their ability to get enough sleep,their ability to cope with feelings of being lonely,73,42,4,1.0,0.0,0.0,positive,1,0,positive
48,42,,,,,all,2.25,0,0,4,0,"their ability to recognize exploitative relationships (gaslighting, manipulation, controlling)",their ability to cope with feelings of being lonely,48,42,4,1.0,0.0,0.0,positive,1,0,positive
22,56,,,,,all,2.0,0,0,4,0,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",their certainty that they matter to themself and to others,22,56,4,1.0,0.0,0.0,positive,1,0,positive
60,46,,,,,all,2.25,0,0,3,1,their level of self-esteem,their ability to face and overcome challenges,60,46,3,1.0,0.0,0.0,positive,1,0,positive
22,65,,,,,all,2.6666666666666665,0,0,3,0,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",their ability to empathize with and understand other perspectives,22,65,3,1.0,0.0,0.0,positive,1,0,positive
0,76,,,,,all,2.5,0,0,4,0,"their access to trusted information about mental, physical and sexual health & development",their ability to recognize when they're going gown down a trap of negative content or comments,0,76,4,1.0,0.0,0.0,positive,1,0,positive
